Top Charts from 1998-01-03,Floored,Floored,https://open.spotify.com/track/6GK1jcSID0jhcLJndHbS5F
Top Charts from 1998-01-03,Classical Gas,Classical Gas,https://open.spotify.com/track/2RI11rvIfVXubyOTuOTwXE
Top Charts from 1998-01-03,Blue Monday,Substance,https://open.spotify.com/track/6hHc7Pks7wtBIW8Z6A0iFq
Top Charts from 1998-01-03,Losing My Religion,Out Of Time (25th Anniversary Edition),https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
Top Charts from 1998-01-03,Everywhere,Greatest Hits,https://open.spotify.com/track/1prZ0pr6XoRCxcrC3MCL0M
Top Charts from 1998-01-03,Tidal Wave,What Kinda Music,https://open.spotify.com/track/4Goj7amQLl2PiPYaiB0VlV
Top Charts from 1998-01-03,Soundtrack 2 My Life,Man On The Moon: The End Of Day (Int'l Version),https://open.spotify.com/track/0Ns3nvzgfC6Yh3j5apV66n
Top Charts from 1998-01-03,Con Te Partirò,Bocelli (Remastered),https://open.spotify.com/track/7zrpoAJte9o12TzawqgdD0
Top Charts from 1998-01-03,One Headlight,Bringing Down The Horse,https://open.spotify.com/track/0z1b34WikhOH9ZxU8QDWcv
Top Charts from 1998-01-03,Jack & Diane,American Fool,https://open.spotify.com/track/43btz2xjMKpcmjkuRsvxyg
Top Charts from 1998-01-03,"Paint It, Black",Aftermath,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
Top Charts from 1998-01-03,To the Moon & Back,Savage Garden,https://open.spotify.com/track/6FRtjadDsEhZIQIlh1loEM
Top Charts from 1998-01-03,Santeria,Sublime,https://open.spotify.com/track/2hnMS47jN0etwvFPzYk11f
Top Charts from 2022-04-02,MANIAC,ODDINARY,https://open.spotify.com/track/63irPUP3xB74fHdw1Aw9zR
Top Charts from 2022-04-02,Broadway Girls (feat. Morgan Wallen),7220 (Reloaded),https://open.spotify.com/track/7qTaDOcld0VmBWXnkbUj45
Top Charts from 2022-04-02,We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz
Top Charts from 2022-04-02,Wasted On You,Dangerous: The Double Album,https://open.spotify.com/track/5YanmSgudc0CaxZrn40YnM
Top Charts from 2022-04-02,Legends,Fighting Demons (Deluxe),https://open.spotify.com/track/6BjtaWm1T4kDWAqHrf8vEi
Top Charts from 2022-04-02,Pray For Me,The Highlights,https://open.spotify.com/track/6huNf4dutXRjJyGn7f5BPS
Top Charts from 2022-04-02,Crash,Best Of,https://open.spotify.com/track/7COcoiWy4fuz0nH2v8BkRD
Top Charts from 2022-04-02,Fair Trade (with Travis Scott),Certified Lover Boy,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
Top Charts from 2022-04-02,P power (feat. Drake),DS4EVER,https://open.spotify.com/track/0lEjxUUlKqjqXrVlIHFduD
Top Charts from 2022-04-02,Planet Her,That's Why,https://open.spotify.com/track/1WbBAh3Ty4VjWy9kkGKo9h
Top Charts from 2022-04-02,Surround Sound (feat. 21 Savage & Baby Tate),The Forever Story (Extended Version),https://open.spotify.com/track/1udwFobQ1JoOdWPQrp2b6u
Top Charts from 2022-04-02,Super Gremlin,Back For Everything,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem
Top Charts from 2022-04-02,Safaera,YHLQMDLG,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
Top Charts from 2022-04-02,My Turn,Crop Circle 3,https://open.spotify.com/track/22ViGxkjDdg7XK7hzbHyQg
Top Charts from 2022-04-02,State of Love and Trust,rearviewmirror (greatest hits 1991-2003),https://open.spotify.com/track/6GUoi7rEtaX4grD61qr0uP
Top Charts from 2022-04-02,Nevermind,Nevermind,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
Top Charts from 2022-04-02,Debili,300,https://open.spotify.com/track/7M8Bz3AMQ3OAnAiB966Qca
Top Charts from 2022-04-02,Genesis,Justice,https://open.spotify.com/track/4wSmqFg31t6LsQWtzYAJob
Top Charts from 2022-04-02,Lucid Dreams,Goodbye & Good Riddance,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
Top Charts from 2022-04-02,Bad Habits,=,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
Top Charts from 2022-04-02,Money Trees,"good kid, m.A.A.d city",https://open.spotify.com/track/74tLlkN3rgVzRqQJgPfink
Top Charts from 2022-04-02,F*ck Love,F*ck Love,https://open.spotify.com/track/2kHrlDvECzPyjcbmSQNusl
Top Charts from 2022-04-02,Hollywood's Bleeding,Hollywood's Bleeding,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
Top Charts from 2022-04-02,What You Know Bout Love,Shoot For The Stars Aim For The Moon,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
Top Charts from 2022-04-02,Levitating (feat. DaBaby),Future Nostalgia,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
